league_id,season,team_id,team_name
1124530,2024,6,Go Mets and Nets
1124530,2024,7,Breece Beast
1124530,2024,8,killer tofu
1124530,2024,9,Will Power
1124530,2024,10,Team CeceGotoSleep
1124530,2024,11,Team Gibby
1411677,2024,1,Nabers Small Chubb
1411677,2024,2,Tuafinity and Beyond
1411677,2024,3,I Chase Young Kids
1411677,2024,5,Juice on the loose
1411677,2024,6,Green Hot Chili Peppers
1411677,2024,8,West Coast Offense
1411677,2024,9,Chiriaco Summit Coyotes
1411677,2024,12,Team Not Oswald 
1411677,2024,13,Kevin Ginkel Is Terrible
1411677,2024,14,"hurts, don’t it"
1431477,2024,1,Sean's Smart Team
1431477,2024,2,Go Birds
1431477,2024,3,G10
1431477,2024,4,Alan's Astounding Team
1431477,2024,5,CLUB 88
1431477,2024,6,🏈Team Willemarck
1431477,2024,7,DaBears!
1431477,2024,8,Bear Down Baby!
1431477,2024,9,Morrow5
1431477,2024,10,Thunder Breathing God Mode
1022020,2024,1,Chi-Town  Hustlas
1022020,2024,19,Taylor's Version
1022020,2024,24,Nashville Quaranteam
1022020,2024,28,Scary terrys basement
1022020,2024,29,Team Hudson
1022020,2024,30,TheBobbyBouches The Waterboys
1022020,2024,33,Julian’s Winners
1022020,2024,34,Jacob's Team
1022020,2024,35,Dubs Wilson
1022020,2024,36,Franktown sh it nutz 
1729493,2024,1,A A A Achane 
1729493,2024,2,MAURO'S  VIKING'S
1729493,2024,3,Manalapan Firecrackers
1729493,2024,4,Sean's Smart Team
1729493,2024,5,Paulie road to Greatness
1729493,2024,6,Ray Finkle's Football Camp
1729493,2024,7,I'll Cornhole Ya!
1729493,2024,8,Kansas City Model
1729493,2024,9,15 FORE
1729493,2024,10,Great White Buffalo
870376,2024,1,Mad Cows
870376,2024,2,Double D's  Destroyers
870376,2024,3,Kill Joy
870376,2024,4,Zombie Killers
870376,2024,5,Master of  Disaster
870376,2024,6,Pros Pros
870376,2024,7,Laces Out Jr
870376,2024,8,Lambeau Leapers
870376,2024,9,King  Among Fools
870376,2024,10,Sicilian   Necktie Mafia
1019859,2024,2,Balls Deep AintDeepEnough
1019859,2024,4,40 FREAKS
1019859,2024,5,The Amazing Spider
1019859,2024,6,Speed Wagon
1019859,2024,11,40Bodies
1019859,2024,12,Gritz 
1019859,2024,13,Petty White
1019859,2024,14,Hungry
1019859,2024,15,SERPENT  Wisdom 
1019859,2024,16,Dwayne's Daring Team
897592,2024,1,Mixon A Cocktail
897592,2024,2,Just 1 Win
897592,2024,3,The Diamond Dogs
897592,2024,4,I Got eSpeed
897592,2024,5,UNDISPUTED
897592,2024,12,Team Boobies
897592,2024,16,... MyRy
897592,2024,17,King Kong Dong
897592,2024,18, 🏈 🙌🏼
897592,2024,19,JBoogieoogie Oogie
1240028,2024,1,Great Britton
1240028,2024,2,RichHomie
1240028,2024,5,Nabers Think I'm Sellin Dope
1240028,2024,6,lil Wiggle
1240028,2024,7,Quon Solo
1240028,2024,8,Vanilla Gorillas
1240028,2024,10,Team Malkic
1240028,2024,12,Tyreek's Kids
1240028,2024,13,Colorado  Cilla
1240028,2024,14,Team Atterberg
1303950,2024,4,Scotts Tots
1303950,2024,6,It's Good to be the King
1303950,2024,11,Andy is my b****
1303950,2024,12,Sister Sacks
1303950,2024,13,Team 13
1303950,2024,15,The Bird Dog
1303950,2024,17,YammyBobambi
1303950,2024,20,Team Tricuit
1303950,2024,21,Team 21
1303950,2024,22,YaK
1318525,2024,1,Wont you be my Nabers
1318525,2024,3,Hulk Smash 
1318525,2024,7,Cant Climb My Hill
1318525,2024,8,Know Your Role
1318525,2024,12,Amber Never Heard
1318525,2024,19,Jonathan's Supreme Team
1318525,2024,20,Njigba's in Paris
1318525,2024,21,Fontucky The 69ers
1318525,2024,22,Ty CA$H
1318525,2024,25,Starvin' Marvin
1397255,2024,1,The Modell Conspiracy
1397255,2024,2,Dustin's Daring Team
1397255,2024,3,Carolina Collectives
1397255,2024,6,Two Uhhhh or 3 beers
1397255,2024,8,Zero Dark Purdy 
1397255,2024,10,Chasing Brown
1397255,2024,11,Steelers crush Brown
1397255,2024,12,Crowtown Browns
1397255,2024,14,Killer B's
1397255,2024,15,The Tannehillbillies
877578,2024,3,Sleepy Joe Mixon
877578,2024,4,Team 4
877578,2024,5,The Golden Company
877578,2024,8,Aegon The Conqueror 
877578,2024,9,Team 9
877578,2024,10,Mars FOLLIS
877578,2024,11,Team DBranch
877578,2024,12,CPU Team 1
877578,2024,13,HIM DUNCAN
877578,2024,14,Crafty City Reapers 
1268300,2024,1,Theo's Brown Bears 
1268300,2024,2,Usa  America$ Team
1268300,2024,3,Primanti Slammers
1268300,2024,4,Brynns Princesses
1268300,2024,5,steel erection
1268300,2024,6,The Fantasy Football Team
1268300,2024,7,Pittsburgh knights
1268300,2024,8,High Wattage
1268300,2024,9,Always Winning In Burrell 
1268300,2024,10,Tatooine Droids
1128884,2024,1,South Walton Sand Fleas
1128884,2024,2,Here Kitty Kitty
1128884,2024,3,Mean Machine 2.0
1128884,2024,5,Show Me Your TDs
1128884,2024,7,Bayou Bulls
1128884,2024,9,Uncle Rico's Clinic
1128884,2024,10,"Hakuna Matata, b****es!"
1128884,2024,11,O'Ditka  Rules
1128884,2024,12,Race to avoid last place 
1128884,2024,13,Third String
1209408,2024,1,The Hallstars
1209408,2024,2,Kewl Carters
1209408,2024,3,Kapitol City Kings 
1209408,2024,4,Who Want Some of Deebo
1209408,2024,5,Hatchboyz
1209408,2024,6,Team haysbert
1209408,2024,7,Back 2 Business
1209408,2024,8,SniperGang #D.G.K.O.
1209408,2024,9,Beats By J
1209408,2024,10,Tha BIG DOGG 
990242,2024,2,End Zone Amore 
990242,2024,5,Perky’s Party Tour
990242,2024,6,Greatest Show On Paper
990242,2024,12,Hock Tua
990242,2024,14,Big Pat
990242,2024,15,Say Hello to my Kittle Friend
990242,2024,16,Hotdog Down a Hallway
990242,2024,17,Bruce Tatt2 
990242,2024,18,RENEX 4 LIFE 2
990242,2024,19,Micah's Magnificent Team
1054778,2024,1,Punt Solo
1054778,2024,5,The Horny Chewbacca
1054778,2024,25, Fat Sasquatch
1054778,2024,26,Peter Griffin
1054778,2024,29,The Mixon Administration
1054778,2024,30,Agent Orange
1054778,2024,31,Droidlife
1054778,2024,32,SmokinYourWood
1054778,2024,33,Quinntavious Ewers
1054778,2024,34,Sacks in the City
1099299,2024,1,Please stop getting concussions
1099299,2024,2,"JJJ and Associates, LLP"
1099299,2024,3,Big Truss
1099299,2024,4,2024 Fantasy Baseball Champ
1099299,2024,5,Knocking on Evans door
1099299,2024,6,The Love Boat
1099299,2024,7,Breece Lightning 
1099299,2024,8,Taylor is injured again! 
1099299,2024,9,Judgement Day
1099299,2024,10,Baby Telzea
1076589,2024,1,Rooks and Cooks
1076589,2024,3,Weight Watchers
1076589,2024,6,Bijan Mustard
1076589,2024,7,Ice Cold Burrow
1076589,2024,8,Breaking T-Law
1076589,2024,9,Fro
1076589,2024,10,Killers 87
1076589,2024,11,Team Nurse Needed
1076589,2024,12,Team Valdes
1076589,2024,13,TuaNON -
974870,2024,2,The Fuckfaces
974870,2024,6,The COACH
974870,2024,7,Bench  Ballers
974870,2024,10,Team Boom
974870,2024,11,Special ED
974870,2024,12,Gabe Itches
974870,2024,13,Bearded Clams
974870,2024,14,Breece's Pieces 
974870,2024,15,Team Sal
974870,2024,16,just joshin'
1541251,2024,1,Worm Wagon
1541251,2024,2,Mos DEF
1541251,2024,3,Cherch On Sundays
1541251,2024,4,Team Dziczek
1541251,2024,5,Zeke  n’ Destroy
1541251,2024,7,Team Caccavaro
1541251,2024,10,LaPorta Potty
1541251,2024,11,Nate RealBad
1541251,2024,12,Back 4 Dak
1541251,2024,13,AI
987721,2024,1,Game... Blouses
987721,2024,2,Yur MaBitches
987721,2024,4,Nasty Niks
987721,2024,5,The Otherbuccinlady
987721,2024,6,3rd Down
987721,2024,10,Corn Dogs
987721,2024,11,Business Cats
987721,2024,12,Doin Your mom
987721,2024,13,Team Bauer Vikings rule
987721,2024,14,Lamar Samuel Jackson
9663719,2024,1,Two Guys Inside Mike
9663719,2024,2,Barkleys Revenge Tour Part II
9663719,2024,3,Buffalo  Bullfrogs 
9663719,2024,4,Henry Ruggs Hennessy
9663719,2024,5,Alex Went To Jail
9663719,2024,6,Wakanda Cherry Blossoms
9663719,2024,7,BUMS!
9663719,2024,8,Nacua Matata
9663719,2024,9,Team Godesiabois
9663719,2024,10,Gumbo
18387016,2024,1,San Francisco 69ers
18387016,2024,2,My Ms. Sugars
18387016,2024,5,One Tyreek Hill #1
18387016,2024,7,The Future Repeat Champion
18387016,2024,8,Fourth and Drunk 🍺
18387016,2024,9,Cheers to beers 🍻 
18387016,2024,10,Seattle Snowflakes
18387016,2024,11,Rookie Rook
18387016,2024,12,Fire Jets Management!
18387016,2024,13,Hysack Ur cash is mine
1046828,2024,1,Oklahoma PigskinMassacre
1046828,2024,2,tRUmP TraIn
1046828,2024,3,Team Lile
1046828,2024,4,Sponsored by Michelob ultra
1046828,2024,5,Hide and  Zeke 
1046828,2024,6,Bradford Powell’s 
1046828,2024,7,Team Reagan 13
1046828,2024,8,Ricky Bobby
1046828,2024,9,Allsup's Chimichangas
1046828,2024,10,Team Wyer
1388069,2024,1,Ceedees nuts
1388069,2024,2,Poor Men South of Richmond
1388069,2024,3,Alvin and his Chipmunks
1388069,2024,4,Team Brown
1388069,2024,5,Grim Bay Attackers
1388069,2024,6,Dink Dunk
1388069,2024,7,Team Niemz
1388069,2024,8,Charles's Competitive Team
1388069,2024,9,Kevin's Top-Notch Team
1388069,2024,10,Team Zoeller
1528517,2024,1,Edmonds  James O Bandits
1528517,2024,2,Paul Top Joey Bottom
1528517,2024,3,Edmonds G Money 
1528517,2024,4,Let James Cook
1528517,2024,6,CeeDee's Nutts Paul
1528517,2024,7,BennyBoy's  Okla Sooners
1528517,2024,8,Likethekicker
1528517,2024,9,Tax Man
1528517,2024,10,No te  pido Flores
1528517,2024,11,LFGM
1182000,2024,1,MacAttack Mac
1182000,2024,2,Our Neck of the Woods
1182000,2024,4,Chad 9er System
1182000,2024,5,Team Greulich
1182000,2024,6,Bart's  Bullet Boy's
1182000,2024,7,Kick-ah Ur-Butt-ah
1182000,2024,8,Team Griffin
1182000,2024,9,Team Agitators
1182000,2024,10,Buckeye Nut House
1182000,2024,11,Terry for  President
1319864,2024,1,Mr. RODGERS NABERShood
1319864,2024,2,Fatmans Fantasy League
1319864,2024,3,Fantasy Guru
1319864,2024,5,Dirty Sanchez
1319864,2024,6,Hurts Donut
1319864,2024,7,Detroit Niners
1319864,2024,8,Love Big Daks 
1319864,2024,9,Mile High SUPER-Chief 
1319864,2024,11,Stroud Loves Dimes
1319864,2024,12,Joe's Supper Club
1534651,2024,1,Hooker  Hagglers
1534651,2024,2,Hawk Tua
1534651,2024,3,mike's Monstrous Team
1534651,2024,4,Kegerators
1534651,2024,5,The 305 Finsup
1534651,2024,6,Lamb of God
1534651,2024,7,Breeced up deaf guy
1534651,2024,8,40's n Shiz
1534651,2024,9,Mar-a-Lago Jailbirds
1534651,2024,10,Winneconne Ham wallets
1032210,2024,1,80HD
1032210,2024,2,Defeated
1032210,2024,3,Hawk Tua 
1032210,2024,4,Coleridge Bernard IV 🙏
1032210,2024,5,Jiggerboo joesph
1032210,2024,6,Hingle Mcgringlberry
1032210,2024,7,Saved By Jaysus
1032210,2024,8,💩💩💩💩💩💩 at fantasy 🏈
1032210,2024,9,The Nabers Think Im Sellin Dope
1032210,2024,10,IRrelevant Hurts
1764324,2024,1,SMOKEY MOUNTAIN KNEEGROWS
1764324,2024,2,Clyde Cardinals
1764324,2024,3,WaynesVegas Capones
1764324,2024,4,Bikini Bottom Dry Eyes
1764324,2024,5,Back-door  Penetrators
1764324,2024,6,Legion of DOOM
1764324,2024,7,The Supraliminal
1764324,2024,8,Wrecking Rectums
1764324,2024,9,Instant  Kamara
1764324,2024,10,CJFK Spartans 
923784,2024,1,Dirty Mike And the Boys
923784,2024,2,Beanzus
923784,2024,4,Harry Chubbs
923784,2024,5,LaPortaPotty
923784,2024,6,Mean Tweets
923784,2024,7,Nabers Think I'm Sellin' Dope
923784,2024,10,Riley Reid  Option
923784,2024,11,Let him Cook
923784,2024,12,Dr. Rick Marshall 
923784,2024,13,Sunday Scaries 
1210863,2024,1,Championship Hangover
1210863,2024,2,Kickers Lives Matter
1210863,2024,3,Ring Season Era
1210863,2024,4,Fake News ☝🏻 YUGE
1210863,2024,5,Autodraft  Specialist
1210863,2024,6,Dead
1210863,2024,7,ATTN: STOP GETTING HURT!!!!!
1210863,2024,8,Gas Pa$$er
1210863,2024,9,DAndre Swift
1210863,2024,10,Kayla Top Drew Bottom
963695,2024,1,Ja'Marr You Not Entertained? 
963695,2024,2,Josh Jacobs Jnglheimrschmit
963695,2024,3,Big MacBride
963695,2024,4,Can't Buy Me Love
963695,2024,5,RataBluey
963695,2024,6,Mahomes Are Swifties
963695,2024,7,Seal Team Nix
963695,2024,8,GenoSmitty Werbenjagermanjensen
963695,2024,9,12 Nabers of Hercules 
963695,2024,10,Weeby Lee Burrow
1143900,2024,1,Campbell’s Blue Kool-Aid Soup
1143900,2024,2,Mr. Rodgers' Neighborhood 
1143900,2024,3,Rollin with Mahomies
1143900,2024,6,Ruxin forever unclean
1143900,2024,10,2020 Champion 
1143900,2024,11,Scotch Bingington
1143900,2024,13,ELP-NE Slayers \m/
1143900,2024,15,The Brockness Monster
1143900,2024,16,the winning 
1143900,2024,17,Eks Factor
1028428,2024,1,Creeping Death
1028428,2024,2,Acrisure CEO
1028428,2024,3,Got a Chubb
1028428,2024,4,Dabo's NIL
1028428,2024,5,Ongo's Bongos
1028428,2024,9,Lil Foot
1028428,2024,13,PittsburghWeedHeadz
1028428,2024,17,Homemade Soup
1028428,2024,18,Team 18
1028428,2024,19,Downtown Funky Stuff
1131761,2024,1,Biggest Route Rt148
1131761,2024,2,BEAST
1131761,2024,3,Quiet Killer
1131761,2024,4,Plant city Alstars
1131761,2024,5,FuFuGato🏉 🏈
1131761,2024,6,The Punisher 
1131761,2024,7,Desab🏈🏉 The Chosen One
1131761,2024,8,Big Papa
1131761,2024,10,Team Erocks#20
1131761,2024,12,To Infinity and Bjon
1438017,2024,1,"Bed, Bath and Bijan"
1438017,2024,2,The von Bora Express
1438017,2024,3,LoSt  BoYs
1438017,2024,4,High Hopes
1438017,2024,5,The better twin
1438017,2024,6,All about that red and gold
1438017,2024,7,Something to The MooN
1438017,2024,8,No Juju
1438017,2024,11,Carbon County Moose
1438017,2024,12,AZ Corry
1386904,2024,1,Dennis Pitta's Broken Hip
1386904,2024,2,Always next year
1386904,2024,3,Early Season Load Blow
1386904,2024,4,Come Back King
1386904,2024,5,The Last Legion
1386904,2024,7,Kneecap Biters
1386904,2024,8,Dalton's Cuck Boys
1386904,2024,9,Bad News Behrs
1386904,2024,10,Ceedees NUTS
1386904,2024,11,Crockett Men
1234692,2024,1,Al's Pals
1234692,2024,2,Don’t Joe Chasin Waterfalls
1234692,2024,3,I Got A Tightend 
1234692,2024,4,Brotherly Shovers
1234692,2024,5,BJJ 1989
1234692,2024,6,Migirls3
1234692,2024,7,Team Fox
1234692,2024,8,Born To Run
1234692,2024,9,Killin' It 
1234692,2024,10,Team Burger
1195062,2024,1,Team MariotaKart
1195062,2024,2,TEAM Itonlysnells
1195062,2024,3,Waddle'n Lambs
1195062,2024,4,GF EL
1195062,2024,5,Taylor Park Boys
1195062,2024,6,Jobin
1195062,2024,7,TEAM TONES
1195062,2024,8,Team Steen
1195062,2024,9,Team Churchill
1195062,2024,10,Team 10
1422641,2024,1,Southpaw Tonguepunchers
1422641,2024,2,Team McIntire
1422641,2024,3,Marvelous Moses
1422641,2024,4,Finally First
1422641,2024,5,Matt's Placeholder Team Name
1422641,2024,6,The Allegheny Wood Rats
1422641,2024,7,Hock-Tua 
1422641,2024,8,Hurts So Good
1422641,2024,9,Sunic Ranger
1422641,2024,10,Schuylkill River Crashouts
1238575,2024,1,Commish  Almighty
1238575,2024,2,Diamonds and Downs
1238575,2024,3,Cowboys and  Horns
1238575,2024,4,ButtaScotch  Boss
1238575,2024,5,WE NOT Worthy JR
1238575,2024,6,No Balls to  Deflate...
1238575,2024,7,Whiskey Business
1238575,2024,8,The New Guy Is Real
1238575,2024,9,New Tweeder End Zone Dance
1238575,2024,10,Hauck Nacua
858418,2024,1,Playtown 21
858418,2024,2,Iyan's Impressive Team
858418,2024,3,wyd
858418,2024,4,PreDraft
858418,2024,5,Letsgo!
858418,2024,6,Christopher's Competitive Team
858418,2024,7,Louisiana Cajuns
858418,2024,8,Jason's Supreme Team
858418,2024,9,Jordan's Finest Team
858418,2024,10,alex's Astounding Team
1264240,2024,1,Team Polo Ro
1264240,2024,3,Kelce Grammer 
1264240,2024,4,Team stockton
1264240,2024,5,2 Gurleys 1 Kupp
1264240,2024,8,Team Mollywhappas
1264240,2024,11,Team 1040X
1264240,2024,13,Lights Camera Jackson
1264240,2024,14,$ DAHEADBUSSAS
1264240,2024,15,SHONUFF
1264240,2024,16,HARD
828299,2024,1,Epstein's Younghoe Island!
828299,2024,2,Tennessee Trash Pandas
828299,2024,3,the One Shoe 
828299,2024,4,Bub's pronouns are them they 
828299,2024,5,To Infinity and Bijan
828299,2024,6,I Suck
828299,2024,7,Easy peasy lemon Breecey
828299,2024,8,Teenage Mutant Njigba Turtles
828299,2024,9,Diabetic Dictators
828299,2024,10,Greg has a Small Penix
994550,2024,1,Cee Dees Nuuuuutttttssssss 
994550,2024,2,Montgomery Riverfront Brawlers
994550,2024,4,El Duderinos
994550,2024,5,Pappy's Princesses
994550,2024,7,The Wet Bandits
994550,2024,8,Travis Kelce Sucks
994550,2024,9,REST IN PEACE
994550,2024,10,Taylor  Trash
994550,2024,11,"Lights, Camera, Jackson"
994550,2024,12,Teenage Mutant Ninja Bortles
1165983,2024,1,Tyreeking Havoc 
1165983,2024,2,Team cavanaugh
1165983,2024,3,96' All Madden
1165983,2024,4,The Fighting Trumps!
1165983,2024,6,Alabama Crimson Tide
1165983,2024,8,Kershaw Tide Killers
1165983,2024,9,The massage parlor
1165983,2024,11,Westville Cracker killers
1165983,2024,12,Beer and TDs
1165983,2024,13,Here we go again
1161271,2024,1,ArchiTTech Raider
1161271,2024,2,Pappa 'O
1161271,2024,3,Red Squadron
1161271,2024,4,You Can't  See Me
1161271,2024,5,Young Volcanoes
1161271,2024,6,Team AlmostAwesome
1161271,2024,8,Ho'dor A Grl Hs NoCHANCE
1161271,2024,10,Eastburg Bandits
1161271,2024,11,Team Little Giants
1161271,2024,12,JoeBugMama
1095788,2024,1,Put Em in The Bathroom
1095788,2024,2,Shhmoney Team
1095788,2024,3,New Jersey Brajule 
1095788,2024,4,Team TOAAAST
1095788,2024,5,Cam Insider Daily
1095788,2024,7,Cheetah Pack
1095788,2024,8,A Little Bit of The Bubbly
1095788,2024,9,Frank's Fantastic Team
1095788,2024,10,Return Of The King 
1095788,2024,11,The Talented Lumberjack
992294,2024,1,Herbert the Purvert's Revenge
992294,2024,2,NOTMYCOMMISH
992294,2024,3,I EAT BOOGERS
992294,2024,4,All Throws Lead to Rome
992294,2024,5,Erotic Quarterback 
992294,2024,6,Stroudy w-a chance of deep bllz
992294,2024,7,Return Of The King
992294,2024,8,And Kyren...Kyren So Far Away 
992294,2024,9,Walkers Keepers 
992294,2024,10,Bake Love not War
905099,2024,1,Puppet Master
905099,2024,2,Erie   Longhorns 
905099,2024,4,Top 1
905099,2024,5,Wasnt Worthy
905099,2024,6,Team Silva
905099,2024,8,Team Dabeast
905099,2024,9,Torta Pounder 
905099,2024,10,Happy Little  Accidents
905099,2024,11,Love Me Some Tatas
905099,2024,14,Tiddy City69
1310221,2024,1,The  Butcher
1310221,2024,2,Trump's Penis
1310221,2024,3,Dodging Subpoenas
1310221,2024,4,Finkle is Einhorn
1310221,2024,5,Life Is Manningless
1310221,2024,6,Shit Boner
1310221,2024,7,Mobile Leprechauns
1310221,2024,8,Farmer and the Dell
1310221,2024,9,Sackets Harbor Pub Crawlers
1310221,2024,10,Unicorn Yacht Club
1031714,2024,1,Rents Due.
1031714,2024,2,Aaron ItOut
1031714,2024,3,Run CMC
1031714,2024,4,Super Lamario
1031714,2024,5,"Country Roads, Take Mahomes"
1031714,2024,6,Josh Allen
1031714,2024,7,Napoleon Kyrenite
1031714,2024,9,A-TEAM 
1031714,2024,10,CIA  👋🏼
1031714,2024,11,Goon Squad
9576117,2024,1,Belichicks
9576117,2024,2,HELPING HAND 🏈
9576117,2024,3,The Vine
9576117,2024,4,SKOL16
9576117,2024,5,TAJ's Talented Team
9576117,2024,6,Team Last
9576117,2024,7,WeeWoo
9576117,2024,8,49ers
9576117,2024,9,Steve's Super Team
9576117,2024,10,Jim's Scary Team
928229,2024,1,Providence Steamrollers
928229,2024,2,SIMPLE JACK HEAD MOVIES
928229,2024,3,This is  Gonna Hurt
928229,2024,5,Bowerman 5000
928229,2024,7,Thanos Snap Yo Fingers
928229,2024,9,Fargo Woodchippers
928229,2024,10,Team Greeson
928229,2024,11, 2 TIME
928229,2024,12,Team Moon
928229,2024,13,Dak to the Future 
1139665,2024,1,Hock'n'Chubbs
1139665,2024,2,Touch of Downs
1139665,2024,3,No 🧢
1139665,2024,6,SUTTON PURDY
1139665,2024,7,Pacheco'n your Nabers
1139665,2024,8,Xavier London Prep
1139665,2024,9,Empty  Lineup
1139665,2024,10,pitts mcgee
1139665,2024,11,Herman Boone
1139665,2024,12,Kelce Grammar
1216490,2024,1,Salve Rapa
1216490,2024,2,Rondonópolis  Hawks
1216490,2024,3,Teresina Scouts
1216490,2024,4,Team 4
1216490,2024,5,Jack Daniels
1216490,2024,6,Missing Manning
1216490,2024,7,Team Motta
1216490,2024,9,Petrópolis Capybaras
1216490,2024,14,Team Guaru
1216490,2024,15,Red Hot Julius Peppers
1169860,2024,1,Mitchell's Monstrous Team
1169860,2024,2,dacamion's Daring Team
1169860,2024,3,Professional seller
1169860,2024,4,Mike's Monstrous Team
1169860,2024,5,Big incher
1169860,2024,6,Sawyer's Smart Team
1169860,2024,7,Nate's Nifty Team
1169860,2024,8,Eagles are the best
1169860,2024,9,Jesus Loves You
1169860,2024,10,Go Giants
1288135,2024,1,LET'S go- BRANdon
1288135,2024,2,Show Me  Ur TDs 
1288135,2024,3,"Bed, Bath, and Bijan"
1288135,2024,4,Team Jen
1288135,2024,5,World of Hurts
1288135,2024,6,Breece Lightnin'
1288135,2024,7,Team Mike
1288135,2024,8,Special  K
1288135,2024,9,Team Nate
1288135,2024,10,THE King Obnoxious
1477467,2024,1,Haileyism
1477467,2024,2,Donald Ross
1477467,2024,3,The Cooter Clappers
1477467,2024,4,The Barker Bunch 
1477467,2024,5,George Pickensome Cotton
1477467,2024,6,TMT
1477467,2024,8,Liam's Lumber
1477467,2024,10,Reggie's Fat Re's
1477467,2024,11,Jo  🌎
1477467,2024,12,Bag of Chips
1271032,2024,1,Never pull out gang
1271032,2024,2,Third Reich
1271032,2024,4,Team Couscous
1271032,2024,5,Younghoe on my halls
1271032,2024,6,Team Sharks       
1271032,2024,7,Diddys Maid
1271032,2024,9,Young Gus
1271032,2024,10,Justin's Scary Team
1271032,2024,11,Team Apes
1271032,2024,13,Team reeks
1035123,2024,1,The  Commissioner 
1035123,2024,2,Jacks Pack
1035123,2024,3,Intensive Care Unit 🏥
1035123,2024,4,Remy In My Kupp
1035123,2024,5,Hit the Quan 
1035123,2024,6,Raging Red N Gold
1035123,2024,7,The Underdogs
1035123,2024,8,Cute guard  University 
1035123,2024,9,Jack me Goff
1035123,2024,10,Folsom Slums' Finest
804612,2024,1,Crappensburgh State 💩
804612,2024,2,Road Warrior
804612,2024,3,CPU Team 1
804612,2024,4,Buffalo Breeders
804612,2024,6,Raidaaaaaaaaaaa aaaaas Basebal
804612,2024,7,"Autodrafts, Roll Out!"
804612,2024,8,Mars Babies
804612,2024,9,Car Ramrod 
804612,2024,10,Gods  Plan 
804612,2024,11,The Peoples Champ
1478958,2024,1,Jeff's Scary Team
1478958,2024,2,Nation
1478958,2024,3,BathNSpaWattson
1478958,2024,4,Jordan's Supreme Team
1478958,2024,5,Dirty Mike and The Boys
1478958,2024,6,Physiohawk
1478958,2024,7,CD
1478958,2024,8,edward's Excellent Team
1478958,2024,9,The's Talented Team
1478958,2024,10,Clay's Competitive Team
873367,2024,1,Show Me Them TDs
873367,2024,2,Rodgers Darkness Retreat
873367,2024,3,Daddy's home
873367,2024,4,Injury Prone
873367,2024,5,NAWLINS 
873367,2024,6,DACARDS
873367,2024,7,BigHeadBrian
873367,2024,8,Oris's Outrageous Team
873367,2024,9,Maximus Team
873367,2024,10,Always in the End Zone
1268773,2024,1,Missionary  Sacks
1268773,2024,2,Hawk Tua's
1268773,2024,3,Porkchop Express
1268773,2024,4,Longrod Von Hugendong
1268773,2024,12,Goff the Hook
1268773,2024,13,Boats N Hoes
1268773,2024,14,Very Good Footballers
1268773,2024,15,Scopes Dopes
1268773,2024,16,Rookie
1268773,2024,17,B-Man’s Bad Boys
1327689,2024,1,El Travador
1327689,2024,2,Washington Senators 
1327689,2024,5,Team Jake's ancestor
1327689,2024,21,Burrow Me Slowly
1327689,2024,22,Costa Rican  Whittlers
1327689,2024,23,Team 23
1327689,2024,24,Team 24
1327689,2024,25,IzzyThePickle
1327689,2024,26,Team Name
1327689,2024,27,JREBS
1186111,2024,1,To Infinity And Bijon
1186111,2024,2,Defend the Homeless
1186111,2024,3,Kirks a huge deusch
1186111,2024,4,HERE COMES THE CHAD
1186111,2024,5,Taysom Who?
1186111,2024,6,Mr. Brownstone 
1186111,2024,7,Hersey Highway
1186111,2024,8,Kicking Kegs
1186111,2024,9,My Team Loves Peepee
1186111,2024,10,0 Dimes
1167121,2024,1,T-Can Garbage 
1167121,2024,3,Raymonds Pizza Odyssey
1167121,2024,8,Daddy's Dirty Rascals
1167121,2024,10,Bijan MusTARD
1167121,2024,13,DickFuck HingleCringle
1167121,2024,17,Nick's Hidden Closet
1167121,2024,18,Joe Throwgan
1167121,2024,19,REEK DINDU NUFFIN
1167121,2024,20,Sigma Enthuser
1167121,2024,21,C U Next Tuesday 
919699,2024,1, Team Tig Bitties
919699,2024,2,The Fur Burglars 🥷
919699,2024,3,The Brady Bunch
919699,2024,4,LETS GO BRANDON!!!!!!!
919699,2024,5,Team Vautour
919699,2024,6,Team Parkkonen
919699,2024,7,Chizz chad chest
919699,2024,8,Team Seppala
919699,2024,9,Barry macociner
919699,2024,10,Team Dseppala 
1277707,2024,1,Haleakala Wildcats
1277707,2024,2,Baby Groot
1277707,2024,3,foxboro woodie
1277707,2024,4,Monterey Bay Tide
1277707,2024,5,Team Donut
1277707,2024,6,Lani Possum Patrol
1277707,2024,7,West Coast Hazelnuts
1277707,2024,8,Coby's Cobras
1277707,2024,9,El Travedor's  Boys
1277707,2024,10,Rona the Damn Ball
1174798,2024,1,King Bee
1174798,2024,2,Kyler the Creator
1174798,2024,3,Team Turner
1174798,2024,4,Team Thomes
1174798,2024,5,Beast  Mode.sal d
1174798,2024,6,Baileyville Brickhouses
1174798,2024,7,Team Beast
1174798,2024,8,Eli's minions
1174798,2024,9,The Marv Show
1174798,2024,10,Terminator
781077,2024,1,Jack Ramsey 
781077,2024,2,Team Buccahon
781077,2024,3,Boogers and Banges
781077,2024,4,Jake loves  C**t
781077,2024,5,Straw Berry
781077,2024,6,Team 6
781077,2024,7,California Commanders
781077,2024,8,Lent 2.0 Geyer
781077,2024,9,Jeff Attz
781077,2024,10,Team 10
1306174,2024,1,Team Todd
1306174,2024,5,Team Clark
1306174,2024,14,Nelson's Nifty Team
1306174,2024,15,Team 1 Don Vieira
